Date,Solar Radiation (W/m²),Temperature (°C),Wind Speed (m/s),Humidity (% RH),Surface Temperature (°C)
20191224,14.31,13.37,3.85,38.65,13.32
20191225,13.56,12.03,3.27,40.54,11.68
20191226,14.81,14.01,1.71,32.76,12.02
20191227,14.99,12.74,2.83,34.48,12.16
20191228,14.49,11.66,3.34,36.54,11.72
20191229,13.62,10.28,3.65,41.7,10.47
20191230,11.75,9.59,3.29,43.05,9.89
20191231,9.42,9.28,3.61,44.95,9.52
20200101,9.93,10.36,4.04,52.88,10.62
20200102,10.99,11.23,3.78,54.86,11.82
20200103,12.54,12.87,2.69,47.14,12.5
20200104,12.85,15.73,1.94,41.2,13.7
20200105,7.65,16.38,2.14,43.39,15.24
20200106,7.36,15.15,2.92,51.99,15.6
20200107,4.31,12.18,3.12,78.88,12.52
20200108,15.59,11.76,3.3,59.56,11.26
20200109,15.96,10.86,3.08,49.61,10.78
20200110,14.23,10.57,3.76,47.62,10.66
20200111,13.62,12.76,3.69,37.8,13.06
20200112,8.91,14.45,2.8,41.84,14.5
20200113,8.44,11.71,3.99,69.1,12.16
20200114,16.24,11.03,2.19,63.06,11.21
20200115,14.51,10.58,2.88,57.4,11.03
20200116,13.89,11.11,3.2,52.6,11.06
20200117,15.68,13.07,1.43,42.79,11.6
20200118,15.63,12.86,2.11,40.86,12.19
20200119,14.55,12.19,2.47,45.49,12.14
20200120,11.28,12.9,2.28,41.6,12.5
20200121,15.0,13.99,3.37,45.84,14.46
20200122,15.29,13.52,4.27,53.86,13.81
20200123,15.06,13.6,2.78,57.23,13.89
20200124,15.75,15.12,1.68,48.29,14.91
20200125,15.69,18.24,1.8,38.28,16.84
20200126,15.55,18.83,2.0,39.63,18.36
20200127,11.65,16.82,2.01,50.37,16.88
20200128,15.08,14.68,3.77,61.96,14.89
20200129,16.63,15.64,2.76,39.83,14.74
20200130,16.66,14.29,2.29,40.38,14.41
20200131,16.4,14.54,2.13,41.84,14.16
20200201,16.62,14.98,2.27,34.32,14.57
20200202,17.34,14.15,2.71,39.86,14.99
20200203,16.54,14.68,2.76,37.07,14.96
20200204,13.89,13.93,3.69,41.51,14.37
20200205,16.17,13.04,3.73,50.41,13.86
20200206,17.54,15.04,2.24,40.42,14.61
20200207,17.68,15.31,2.67,34.1,15.37
20200208,17.72,14.84,3.29,37.97,15.43
20200209,16.11,15.56,3.34,31.9,15.55
20200210,16.43,15.78,3.24,29.57,16.02
20200211,18.03,16.7,3.49,30.61,17.07
20200212,16.96,17.59,3.01,34.41,18.42
20200213,17.28,19.61,2.79,36.59,20.25
20200214,19.34,18.02,2.68,30.9,17.95
20200215,19.61,20.68,1.41,15.56,18.0
20200216,19.25,22.32,1.64,14.48,19.83
20200217,19.42,21.88,2.18,17.27,20.77
20200218,19.99,22.25,2.58,17.51,20.74
20200219,16.62,21.81,4.44,21.31,20.7
20200220,18.51,19.35,4.88,33.01,19.62
20200221,18.22,17.74,3.13,40.82,18.06
20200222,17.0,18.61,3.83,51.45,19.57
20200223,16.6,19.19,3.55,53.31,20.19
20200224,16.43,21.32,2.0,42.8,21.55
20200225,19.15,23.53,2.79,31.83,22.73
20200226,18.81,24.86,1.58,28.18,24.22
20200227,15.62,24.11,2.9,29.25,23.97
20200228,19.56,24.84,4.6,30.51,25.54
20200229,16.9,21.68,3.48,49.52,23.44
20200301,18.29,21.67,3.82,48.53,23.41
20200302,20.11,21.75,2.37,47.59,23.96
20200303,20.45,22.97,1.88,38.1,24.3
20200304,20.66,23.49,3.17,31.65,24.04
20200305,18.22,21.78,4.46,40.03,22.77
20200306,12.36,16.83,3.15,74.07,16.66
20200307,22.73,19.14,1.84,49.09,19.93
20200308,22.34,20.49,3.41,42.31,21.55
20200309,22.73,20.99,2.78,39.26,22.75
20200310,17.7,22.13,4.53,36.97,23.28
20200311,15.07,19.3,4.8,58.59,20.23
20200312,22.18,17.96,5.23,40.85,17.88
20200313,22.68,17.79,3.3,40.57,18.91
20200314,23.23,18.85,3.03,46.02,20.18
20200315,20.77,18.85,3.71,49.09,20.09
20200316,21.18,20.93,2.59,40.04,22.38
20200317,22.22,23.89,2.38,31.57,25.11
20200318,23.62,25.16,2.28,30.32,26.76
20200319,21.38,27.04,2.26,30.68,27.91
20200320,22.77,27.15,2.63,27.25,28.42
20200321,22.84,25.62,2.52,33.83,27.66
20200322,18.05,26.46,2.62,38.22,29.01
20200323,18.81,25.6,2.72,53.92,26.78
20200324,17.23,25.69,2.43,47.07,25.89
20200325,14.23,26.81,3.61,45.01,28.1
20200326,7.68,23.01,2.82,68.06,23.75
20200327,22.1,21.23,3.7,65.96,21.74
20200328,25.03,24.42,2.58,41.79,25.4
20200329,24.75,25.75,2.08,31.45,27.25
20200330,24.45,25.78,2.62,34.17,27.51
20200331,22.52,26.23,4.55,36.41,27.72
20200401,25.21,24.96,3.88,48.95,27.13
20200402,25.81,25.38,2.93,41.3,27.92
20200403,25.7,26.47,3.01,27.83,28.74
20200404,25.83,28.75,2.4,24.3,30.58
20200405,26.0,29.04,3.57,29.6,31.0
20200406,25.8,29.07,2.2,32.61,31.49
20200407,22.53,28.59,4.34,29.96,30.6
20200408,26.19,26.75,3.81,42.76,29.36
20200409,26.07,29.21,2.69,27.79,31.25
20200410,22.89,29.79,4.31,30.71,31.68
20200411,23.32,29.51,2.84,44.34,32.07
20200412,24.64,32.26,2.61,33.2,34.13
20200413,16.66,31.97,4.66,22.31,32.48
20200414,17.1,30.61,5.56,23.37,30.87
20200415,25.5,30.99,4.51,31.68,33.4
20200416,18.95,31.1,3.69,31.86,33.48
20200417,24.01,30.43,3.98,38.6,32.7
20200418,24.97,29.4,3.87,39.35,31.82
20200419,24.32,30.24,3.33,36.84,33.42
20200420,21.76,29.23,4.6,40.98,31.76
20200421,26.88,30.04,3.23,36.03,33.21
20200422,18.86,30.67,3.27,34.33,32.76
20200423,21.62,31.21,3.28,41.18,33.96
20200424,23.51,32.91,1.68,34.36,35.75
20200425,26.22,33.71,2.58,28.8,36.49
20200426,25.35,34.0,2.98,31.19,37.06
20200427,26.17,34.36,3.55,25.24,36.75
20200428,26.47,33.93,3.03,27.47,36.65
20200429,26.55,34.4,2.75,25.9,37.55
20200430,24.81,34.69,1.88,26.68,36.42
20200501,27.44,34.98,5.36,20.47,36.57
20200502,27.26,35.12,5.04,26.86,37.66
20200503,22.45,35.3,3.39,28.02,38.26
20200504,18.66,33.51,2.86,29.44,36.21
20200505,26.27,34.61,2.09,24.74,37.42
20200506,27.6,34.47,4.8,24.94,35.97
20200507,27.14,34.6,1.94,21.41,36.73
20200508,28.34,36.06,1.72,15.42,38.85
20200509,27.57,36.0,4.33,23.64,38.63
20200510,27.4,35.68,4.25,24.33,38.67
20200511,27.08,35.92,5.42,24.07,38.26
20200512,25.78,35.22,3.66,28.8,38.53
20200513,26.3,34.51,2.59,28.26,38.37
20200514,26.18,34.83,2.68,29.55,38.24
20200515,25.6,33.72,3.61,37.87,37.62
20200516,26.63,35.17,2.83,26.93,38.81
20200517,25.59,33.94,4.27,14.66,35.76
20200518,29.17,33.61,4.19,17.11,35.43
20200519,29.28,33.84,4.4,22.87,35.99
20200520,28.82,34.57,3.07,20.28,37.6
20200521,28.05,36.18,5.76,24.01,38.35
20200522,27.35,36.49,6.41,30.33,38.65
20200523,27.94,37.23,5.47,25.43,39.98
20200524,26.78,37.24,4.36,28.15,40.35
20200525,27.22,37.7,5.76,27.18,40.35
20200526,28.26,37.18,6.98,29.52,39.15
20200527,29.42,36.13,6.56,27.58,37.87
20200528,27.88,36.89,7.1,29.9,38.8
20200529,22.35,35.64,6.23,40.0,37.88
20200530,20.9,33.58,3.57,43.38,34.99
20200531,26.42,33.37,3.68,42.78,36.52
20200601,27.14,33.28,4.09,45.91,35.7
20200602,27.16,33.66,2.58,39.24,37.35
20200603,23.23,34.79,3.25,36.28,37.67
20200604,26.38,31.6,2.49,48.82,33.44
20200605,21.12,32.66,3.63,49.73,34.93
20200606,25.86,32.96,5.75,49.07,35.4
20200607,26.34,34.36,4.55,41.59,38.05
20200608,26.39,35.59,4.95,39.59,39.26
20200609,27.72,36.65,5.2,37.75,40.28
20200610,26.77,37.2,5.25,37.02,40.73
20200611,27.91,38.03,5.7,36.4,41.44
20200612,26.76,38.63,4.5,32.72,42.17
20200613,23.35,38.13,3.11,34.42,42.07
20200614,26.37,38.51,3.14,33.44,42.57
20200615,27.31,38.25,3.74,34.78,40.06
20200616,27.72,39.11,4.32,25.64,41.51
20200617,27.68,39.23,5.06,25.91,41.87
20200618,26.14,37.92,7.42,33.63,40.54
20200619,26.29,38.07,7.53,36.76,40.91
20200620,27.19,37.04,6.34,39.24,40.6
20200621,27.43,37.57,5.38,38.36,41.51
20200622,28.1,37.37,4.67,36.62,41.51
20200623,26.85,38.23,4.39,35.56,43.0
20200624,26.54,38.9,4.06,34.89,43.65
20200625,23.13,36.79,6.0,43.35,39.13
20200626,24.97,35.64,7.13,43.28,37.53
20200627,24.99,36.97,6.56,40.44,39.93
20200628,23.6,37.17,7.89,42.22,39.96
20200629,25.82,37.08,6.73,40.3,39.92
20200630,27.04,38.42,3.84,34.88,41.96
20200701,26.15,38.92,3.0,32.88,43.07
20200702,26.41,38.42,6.04,38.05,42.24
20200703,27.0,39.08,6.66,36.26,42.37
20200704,27.24,39.43,6.22,34.2,42.85
20200705,21.33,36.71,4.03,42.79,40.25
20200706,24.27,34.74,2.03,48.73,37.05
20200707,17.7,35.93,2.86,38.4,38.2
20200708,22.25,35.03,4.5,46.62,38.45
20200709,25.45,35.16,3.8,46.7,39.83
20200710,26.4,35.75,7.08,47.31,39.03
20200711,25.22,35.61,6.73,51.74,38.94
20200712,22.59,34.76,7.39,51.04,37.95
20200713,23.64,35.25,4.33,45.85,39.49
20200714,21.23,36.97,3.67,40.57,41.6
20200715,24.7,38.22,3.08,36.84,42.95
20200716,22.54,38.94,4.23,32.47,42.02
20200717,24.54,38.09,3.48,36.82,42.07
20200718,21.35,34.07,2.14,60.41,35.49
20200719,23.48,34.72,5.33,54.13,36.62
20200720,23.96,35.16,7.86,50.55,37.51
20200721,14.69,32.0,6.37,67.0,32.92
20200722,22.42,31.29,4.36,66.52,33.11
20200723,26.77,35.0,4.46,48.52,37.65
20200724,25.74,36.02,3.93,45.53,39.35
20200725,23.2,35.66,3.64,44.66,39.49
20200726,18.5,34.14,4.1,51.83,38.21
20200727,26.14,34.23,5.04,50.79,37.56
20200728,25.29,35.65,6.26,45.84,38.52
20200729,23.18,35.87,6.93,47.37,38.71
20200730,24.56,36.15,4.87,46.95,39.44
20200731,22.02,36.01,4.96,47.73,39.59
20200801,24.09,36.06,3.49,45.3,40.26
20200802,26.5,36.82,4.21,43.3,40.82
20200803,24.85,36.8,6.06,42.76,39.87
20200804,26.42,36.7,5.39,43.41,40.13
20200805,25.01,38.13,2.99,39.7,42.24
20200806,20.7,35.8,6.43,46.34,37.35
20200807,12.82,32.27,5.12,65.13,32.8
20200808,16.0,31.46,3.46,68.69,32.88
20200809,25.42,34.23,3.47,52.87,37.29
20200810,21.18,34.58,4.35,53.87,38.02
20200811,17.75,34.13,4.84,54.01,36.42
20200812,24.88,35.01,6.94,52.59,37.56
20200813,24.56,35.38,6.53,53.9,38.2
20200814,24.15,35.61,4.8,51.91,38.66
20200815,20.26,32.56,3.04,65.58,34.29
20200816,22.2,34.07,2.3,59.13,37.45
20200817,21.71,35.15,4.02,54.63,38.45
20200818,21.74,33.19,4.61,62.33,34.85
20200819,22.86,32.87,5.89,62.4,34.18
20200820,19.61,31.65,3.54,63.79,32.88
20200821,20.22,33.29,2.99,54.08,36.32
20200822,23.33,34.09,3.88,49.1,36.78
20200823,24.72,34.54,5.15,46.73,37.13
20200824,21.75,34.13,4.15,51.25,36.81
20200825,13.3,31.38,2.58,70.91,32.47
20200826,18.19,30.63,6.86,68.25,32.15
20200827,17.1,31.6,4.97,60.87,34.37
20200828,22.08,32.68,3.69,55.4,35.8
20200829,14.9,32.28,1.97,63.02,33.9
20200830,17.91,30.67,2.51,73.05,30.88
20200831,10.22,28.27,3.29,83.72,28.83
20200901,15.97,28.66,6.53,76.93,29.12
20200902,20.82,30.6,2.72,64.1,32.87
20200903,15.7,31.87,1.45,56.69,34.5
20200904,12.53,30.43,1.7,67.97,31.36
20200905,13.75,29.08,1.03,76.47,29.86
20200906,22.61,30.97,2.24,64.33,32.88
20200907,23.63,32.16,3.36,58.55,34.16
20200908,23.89,32.17,3.23,54.59,34.51
20200909,23.74,32.01,3.44,55.56,34.38
20200910,23.31,32.71,3.12,52.94,35.16
20200911,22.91,33.12,3.43,52.97,35.35
20200912,21.52,33.62,2.34,48.81,36.16
20200913,19.41,33.39,1.67,49.52,36.5
20200914,20.88,33.45,3.34,51.65,35.49
20200915,16.74,32.71,3.07,56.12,34.76
20200916,20.1,32.81,3.73,53.77,34.48
20200917,21.1,31.83,4.65,58.46,33.28
20200918,21.76,32.03,4.19,56.31,33.9
20200919,22.49,30.8,2.81,62.23,32.77
20200920,21.23,32.04,2.44,55.67,33.76
20200921,22.46,32.9,2.2,42.34,34.38
20200922,22.63,33.62,2.43,31.27,34.67
20200923,21.17,33.13,1.95,38.85,34.83
20200924,22.3,33.26,3.31,37.39,34.69
20200925,21.9,31.47,6.01,49.03,32.8
20200926,22.46,29.85,3.97,47.84,31.45
20200927,22.02,29.0,3.34,51.81,30.86
20200928,21.87,30.55,3.29,51.39,32.53
20200929,21.58,30.31,3.3,50.23,32.31
20200930,21.72,30.43,3.4,46.13,32.1
20201001,21.37,30.44,4.9,42.04,31.45
20201002,22.54,29.2,4.08,38.54,30.08
20201003,21.93,29.78,3.26,46.17,30.93
20201004,21.91,29.99,2.75,45.7,31.48
20201005,21.35,30.66,3.28,37.17,32.06
20201006,21.9,29.75,3.27,34.75,30.96
20201007,21.7,29.78,3.04,33.16,30.92
20201008,21.48,30.21,1.52,30.02,31.12
20201009,20.56,30.86,1.37,31.13,31.95
20201010,20.71,30.69,1.64,28.72,31.31
20201011,20.94,31.12,1.16,22.16,30.48
20201012,21.12,30.13,2.29,23.35,29.87
20201013,21.73,30.26,1.38,21.57,30.35
20201014,20.51,29.09,2.88,24.51,29.7
20201015,18.24,28.34,3.04,26.93,28.89
20201016,18.06,28.34,3.27,26.86,28.99
20201017,16.51,29.33,3.15,27.13,30.33
20201018,13.92,29.71,2.45,38.44,30.49
20201019,16.86,29.17,1.93,52.38,30.69
20201020,18.05,29.87,2.27,39.66,30.61
20201021,19.21,29.25,2.19,29.9,29.62
20201022,19.62,25.81,2.62,22.95,26.02
20201023,19.42,27.6,1.4,19.51,26.17
20201024,19.53,27.61,1.53,17.9,26.21
20201025,19.45,26.1,3.16,29.48,26.24
20201026,17.79,25.03,2.57,25.31,24.77
20201027,18.06,25.74,1.76,21.75,24.66
20201028,18.28,24.53,3.06,23.18,24.4
20201029,17.45,24.81,2.52,26.3,24.38
20201030,16.82,24.9,2.12,26.13,24.79
20201031,16.26,24.67,2.1,24.63,24.32
20201101,16.82,24.57,2.02,22.74,23.4
20201102,17.75,24.63,2.34,20.52,23.09
20201103,18.49,24.7,2.01,19.47,23.09
20201104,17.75,23.47,3.01,25.11,22.8
20201105,17.27,23.44,3.13,35.27,23.48
20201106,17.36,24.33,1.89,34.38,23.96
20201107,17.01,25.05,1.58,26.85,24.29
20201108,17.01,24.73,2.3,24.82,24.09
20201109,16.77,24.01,2.13,23.09,23.67
20201110,15.83,22.76,3.0,26.19,22.91
20201111,12.57,21.45,3.71,32.09,21.46
20201112,12.63,20.44,3.17,36.87,20.28
20201113,12.96,21.22,2.59,37.68,21.31
20201114,13.98,23.15,2.86,36.26,22.51
20201115,11.15,23.13,3.38,38.99,23.38
20201116,13.84,19.72,4.18,52.03,20.36
20201117,13.0,18.08,4.0,51.94,18.74
20201118,15.37,18.33,2.09,36.87,18.22
20201119,15.32,19.68,1.35,27.43,18.26
20201120,15.29,18.82,2.27,26.9,18.37
20201121,14.86,18.24,2.01,28.87,17.71
20201122,14.21,18.75,2.33,27.97,18.38
20201123,15.27,19.32,2.6,24.91,19.06
20201124,11.21,17.43,2.47,31.09,17.14
20201125,7.89,15.17,5.05,62.44,15.48
20201126,12.82,15.08,5.17,72.95,15.46
20201127,14.95,15.28,4.23,63.57,15.73
20201128,15.35,15.45,2.66,47.16,15.4
20201129,15.21,17.42,2.1,35.5,16.69
20201130,15.04,18.74,2.76,27.27,18.58
20201201,14.32,19.71,2.91,27.4,19.62
20201202,14.45,21.25,2.12,25.28,19.84
20201203,14.38,22.68,2.22,22.46,19.87
20201204,14.16,22.18,2.81,25.72,20.04
20201205,13.96,21.1,2.87,37.27,21.11
20201206,13.27,19.94,3.14,42.97,20.2
20201207,12.73,20.37,2.38,38.68,20.45
20201208,13.68,21.73,2.67,36.09,21.54
20201209,13.18,20.46,3.18,43.24,20.76
20201210,12.58,18.66,4.46,63.36,19.33
20201211,11.9,18.57,3.74,56.15,19.57
20201212,13.88,16.51,2.2,56.87,17.48
20201213,12.92,14.37,2.94,48.78,15.16
20201214,14.54,13.96,3.46,43.76,14.48
20201215,13.12,13.15,3.8,40.1,13.8
20201216,12.74,12.35,3.93,45.58,12.82
20201217,14.17,11.42,3.07,37.29,11.46
20201218,14.37,13.46,2.38,28.88,12.62
20201219,14.69,14.9,2.96,28.07,14.24
20201220,13.03,16.01,2.98,28.37,15.02
20201221,14.43,17.38,1.74,26.06,15.85
20201222,14.36,16.89,3.16,29.61,16.29
20201223,14.61,15.43,3.6,38.47,15.61
20201224,14.4,15.28,3.97,39.73,15.4
20201225,12.8,16.04,3.87,38.24,16.19
20201226,12.75,16.86,2.34,34.96,16.59
20201227,15.51,13.93,4.8,26.82,12.94
20201228,15.9,11.54,2.41,24.13,11.4
20201229,14.96,11.56,3.41,32.15,11.68
20201230,14.83,12.01,3.45,43.36,12.44
20201231,13.54,11.67,3.97,40.21,11.8
20210101,13.4,12.56,4.08,37.16,12.7
20210102,8.44,12.23,4.25,45.48,12.43
20210103,9.14,12.35,2.94,62.52,12.74
20210104,8.02,14.12,3.36,70.08,14.42
20210105,6.12,14.86,4.16,75.46,14.88
20210106,10.43,14.79,2.58,62.92,14.82
20210107,11.09,13.05,3.24,60.4,13.47
20210108,14.25,13.82,2.8,46.53,13.89
20210109,13.13,12.9,4.34,50.67,13.05
20210110,15.23,12.32,3.57,49.0,12.33
20210111,15.51,13.85,2.3,37.85,12.87
20210112,15.97,16.24,1.37,21.6,13.63
20210113,16.17,16.83,1.68,16.91,14.55
20210114,14.25,17.21,2.55,15.21,15.86
20210115,14.77,16.58,2.93,22.6,16.18
20210116,14.66,14.44,3.61,28.02,14.64
20210117,15.77,14.88,2.94,27.18,15.25
20210118,7.95,13.26,4.12,51.07,13.74
20210119,10.76,13.4,2.76,50.77,13.64
20210120,14.18,16.08,1.83,34.95,14.7
20210121,16.21,18.46,2.05,26.1,16.3
20210122,14.61,18.95,4.75,33.81,18.53
20210123,16.58,15.78,4.37,24.82,15.37
20210124,16.69,13.82,2.49,23.86,12.85
20210125,17.45,13.51,2.53,21.21,12.84
20210126,17.56,14.31,2.54,21.04,13.68
20210127,16.42,14.0,3.08,28.96,13.94
20210128,16.47,14.71,2.38,23.13,13.94
20210129,16.63,15.92,2.04,18.87,14.79
20210130,16.93,17.73,1.88,13.33,15.28
20210131,17.14,18.53,2.96,13.2,16.73
20210201,17.28,19.76,1.93,17.3,18.58
20210202,16.59,19.72,2.45,23.97,18.95
20210203,15.07,19.27,2.7,24.84,18.85
20210204,13.96,16.52,4.35,33.7,17.08
20210205,16.25,16.8,2.25,36.86,17.21
20210206,17.53,17.43,2.42,35.31,18.26
20210207,18.01,18.82,2.14,27.98,18.8
20210208,18.36,20.41,1.56,22.7,19.62
20210209,17.05,21.3,3.13,19.74,19.61
20210210,17.79,20.65,2.56,21.06,20.95
20210211,16.94,21.09,2.79,22.55,20.97
20210212,18.63,22.01,2.8,21.03,22.37
20210213,18.29,22.38,2.31,19.82,22.6
20210214,18.46,22.44,2.34,21.0,21.95
20210215,17.98,22.05,2.2,23.4,22.07
20210216,18.89,22.61,1.92,21.85,22.49
20210217,18.63,22.34,2.1,21.53,22.63
20210218,19.22,21.77,3.11,22.85,22.89
20210219,18.76,21.57,3.44,20.38,22.37
20210220,19.46,21.96,3.12,18.31,22.53
20210221,18.83,23.18,2.41,16.09,23.85
20210222,18.81,24.95,2.77,14.74,24.49
20210223,19.68,24.58,3.7,18.52,24.58
20210224,19.26,24.7,3.78,28.58,25.12
20210225,19.53,26.08,2.27,30.97,26.61
20210226,19.0,26.02,5.22,34.37,26.62
20210227,19.41,24.31,4.66,23.75,25.4
20210228,20.47,22.98,2.7,16.55,24.36
20210301,21.24,23.31,2.28,15.41,24.45
20210302,21.18,23.97,2.39,14.66,24.55
20210303,21.11,26.53,2.32,11.78,25.48
20210304,20.79,26.36,2.94,17.32,26.36
20210305,20.76,26.32,2.75,17.75,27.03
20210306,21.46,28.81,4.67,18.43,28.78
20210307,18.21,27.7,5.32,30.53,29.0
20210308,20.91,28.01,2.3,27.22,29.55
20210309,20.15,26.87,3.94,28.88,28.66
20210310,21.55,27.43,1.79,23.28,28.99
20210311,23.27,27.02,4.14,22.04,28.35
20210312,21.02,25.24,2.79,28.01,27.47
20210313,18.11,24.52,3.07,34.85,26.1
20210314,20.44,26.58,1.91,31.71,28.02
20210315,19.36,28.16,2.22,26.95,29.94
20210316,19.63,29.19,2.52,24.37,30.05
20210317,20.44,29.24,2.13,23.3,30.83
20210318,18.4,28.63,4.6,27.93,29.57
20210319,19.62,27.34,3.74,32.23,28.42
20210320,22.58,29.02,1.81,20.63,30.23
20210321,20.9,29.75,3.96,20.91,30.2
20210322,18.14,28.05,2.17,31.57,29.25
20210323,23.14,26.19,4.3,36.1,28.62
20210324,22.51,25.16,3.29,28.5,27.38
20210325,21.0,26.1,2.69,26.16,28.17
20210326,23.76,28.94,2.15,21.76,29.96
20210327,25.26,30.9,2.24,17.38,31.53
20210328,24.8,31.81,4.41,15.46,32.57
20210329,24.04,32.38,5.95,25.92,33.39
20210330,26.16,30.96,6.52,13.04,31.9
20210331,27.13,28.06,3.99,11.88,29.25
20210401,27.68,28.81,2.52,8.51,29.29
20210402,27.2,28.27,3.56,8.49,28.78
20210403,27.25,29.46,3.42,9.44,31.53
20210404,25.79,31.19,2.67,9.17,32.91
20210405,23.45,30.6,3.51,18.75,32.58
20210406,24.3,30.46,4.87,28.39,32.75
20210407,25.44,28.93,5.05,30.01,31.63
20210408,27.36,28.05,2.72,12.09,30.29
20210409,26.79,29.09,2.75,10.83,31.0
20210410,27.4,30.11,3.48,11.31,32.12
20210411,27.1,32.13,2.79,10.89,33.9
20210412,26.73,32.81,3.04,9.62,33.74
20210413,24.57,32.47,1.87,11.32,34.55
20210414,25.9,32.21,3.86,13.93,34.91
20210415,26.73,31.43,4.62,17.19,33.75
20210416,23.53,30.11,4.42,26.65,32.27
20210417,26.8,29.89,3.15,31.13,32.96
20210418,24.97,32.93,2.07,17.99,34.55
20210419,22.95,32.94,3.0,16.97,35.28
20210420,20.24,28.13,5.06,36.67,30.14
20210421,26.48,26.92,2.96,42.35,30.3
20210422,27.0,31.11,3.45,23.97,33.11
20210423,24.04,30.58,4.96,24.95,33.18
20210424,28.84,28.91,4.19,19.09,31.73
20210425,28.59,31.5,2.89,12.96,33.98
20210426,29.32,34.14,1.5,8.19,35.92
20210427,28.4,34.79,1.91,9.35,36.68
20210428,26.64,34.63,2.98,16.02,37.35
20210429,22.34,35.34,1.89,16.87,37.68
20210430,23.82,35.53,3.03,22.29,38.54
20210501,23.88,35.42,3.04,21.29,38.9
20210502,19.44,33.68,4.08,23.54,35.5
20210503,26.5,33.75,3.66,21.71,36.27
20210504,24.67,34.32,4.3,26.69,37.47
20210505,25.74,34.42,2.36,22.67,38.38
20210506,21.38,33.24,4.61,27.57,36.61
20210507,26.36,31.96,3.33,30.7,35.27
20210508,25.11,34.46,2.86,22.46,37.56
20210509,26.09,35.88,2.46,22.44,39.13
20210510,26.05,35.68,3.64,23.27,38.29
20210511,23.89,34.62,4.0,30.91,37.05
20210512,23.02,34.04,2.98,30.78,37.28
20210513,24.37,32.94,4.69,39.31,35.15
20210514,24.14,34.02,3.0,32.66,36.84
20210515,24.13,34.92,3.27,27.56,38.24
20210516,23.14,35.59,5.66,26.41,38.43
20210517,21.95,33.91,6.33,36.01,36.43
20210518,11.37,31.84,6.69,36.41,34.06
20210519,26.17,31.53,4.84,41.19,34.25
20210520,26.85,34.3,5.45,31.78,36.74
20210521,26.83,34.81,7.66,34.02,36.88
20210522,25.23,32.9,3.64,45.14,34.43
20210523,26.66,30.9,3.69,45.66,32.65
20210524,26.73,33.46,2.87,34.85,36.11
20210525,25.91,35.89,3.21,28.03,37.94
20210526,25.31,36.06,4.41,34.84,39.19
20210527,26.4,37.45,5.86,31.56,39.93
20210528,26.78,37.81,6.78,31.83,40.28
20210529,25.4,37.09,7.44,31.01,39.12
20210530,25.07,37.27,4.75,34.44,40.83
20210531,25.89,37.23,5.66,29.89,40.49
20210601,24.77,36.45,5.31,39.49,39.86
20210602,26.13,34.16,3.84,47.73,36.17
20210603,26.56,32.96,4.07,50.12,34.58
20210604,27.58,33.63,2.82,43.4,36.78
20210605,24.18,34.31,3.73,45.42,36.8
20210606,27.3,35.52,3.68,39.93,38.16
20210607,27.8,36.29,6.38,37.68,38.83
20210608,26.59,36.0,7.78,38.89,38.61
20210609,26.81,35.77,8.13,44.32,38.73
20210610,25.71,36.09,7.79,44.02,39.0
20210611,24.36,35.78,8.02,44.14,38.83
20210612,24.89,36.94,5.53,43.39,40.73
20210613,25.41,37.26,5.22,42.55,40.6
20210614,23.75,36.84,5.66,41.62,40.16
20210615,23.6,36.67,5.82,41.08,39.63
20210616,25.0,33.47,4.46,55.84,35.34
20210617,14.94,34.06,2.32,46.21,37.39
20210618,26.09,35.18,3.41,35.7,38.42
20210619,27.09,36.18,2.58,28.55,40.07
20210620,27.05,35.54,5.53,42.98,39.37
20210621,23.72,35.02,4.01,42.61,38.09
20210622,24.92,35.82,5.03,37.97,38.9
20210623,25.68,36.62,4.63,34.62,40.49
20210624,26.58,36.43,5.48,35.22,39.95
20210625,25.52,36.48,6.6,36.13,39.48
20210626,26.73,36.12,5.27,36.73,39.73
20210627,24.19,36.54,4.1,37.56,40.63
20210628,23.8,37.81,2.7,30.91,42.59
20210629,26.93,37.73,6.21,33.38,41.15
20210630,26.42,37.32,7.54,33.65,40.3
20210701,25.59,36.63,6.9,37.92,39.65
20210702,24.85,36.07,8.01,41.22,39.27
20210703,25.53,35.7,6.87,43.26,39.16
20210704,25.58,35.92,6.44,40.78,39.23
20210705,23.79,35.73,5.22,42.15,39.63
20210706,26.07,36.9,4.82,37.21,41.04
20210707,26.51,36.37,6.5,36.16,39.77
20210708,26.95,36.8,6.27,36.66,40.27
20210709,25.65,36.79,5.61,39.05,40.5
20210710,25.44,36.79,3.24,40.62,40.74
20210711,21.47,38.36,2.07,37.24,43.09
20210712,18.84,34.25,4.02,60.71,34.97
20210713,21.28,31.42,3.86,73.12,31.26
20210714,23.08,31.81,2.04,72.59,32.29
20210715,24.76,31.79,4.01,71.35,31.89
20210716,22.28,34.97,3.53,53.58,36.46
20210717,24.35,35.37,2.5,52.78,37.01
20210718,23.81,34.92,6.72,55.25,36.85
20210719,21.53,34.17,8.16,56.67,36.1
20210720,17.36,33.57,6.72,55.47,35.54
20210721,16.33,32.71,4.09,59.08,35.99
20210722,21.19,33.29,2.84,56.99,35.63
20210723,19.08,34.42,2.83,48.86,36.34
20210724,24.58,34.67,2.01,49.2,37.69
20210725,20.43,35.7,3.89,48.3,38.91
20210726,20.91,33.09,4.18,60.13,35.09
